N,SortedVector Add,LinkedList Add,BST Add,SortedVector Search,LinkedList Search,BST Search,SortedVector Save,SortedList Save, BST Save,SortedVector Remove,SortedList Remove,BST Remove,Vector Add Front,LinkedList Add Front,Vector Add Back,LinkedList Add Back,Vector Remove Front,LinkedList Remove Front,Vector Remove Back,LinkedList Remove Back,Vector Get,LinkedList Get
500.000000,0.000592,0.000506,0.000117,0.000160,0.000546,0.000264,0.000129,0.000060,0.000053,0.000206,0.000419,0.000161,0.000205,0.000008,0.000004,0.000011,0.000183,0.000013,0.000002,0.000265,0.000003,0.000092
1000.000000,0.002209,0.001867,0.000275,0.000339,0.002121,0.000332,0.000106,0.000101,0.000106,0.000577,0.001711,0.000373,0.000572,0.000024,0.000007,0.000022,0.000626,0.000027,0.000005,0.000993,0.000003,0.000345
1500.000000,0.004812,0.004080,0.000543,0.000527,0.004650,0.000516,0.000147,0.000137,0.000160,0.001051,0.003360,0.000715,0.001345,0.000029,0.000009,0.000034,0.001424,0.000036,0.000007,0.002233,0.000005,0.000749
2000.000000,0.007933,0.006468,0.000594,0.000756,0.008403,0.000739,0.000194,0.000181,0.000198,0.001628,0.006027,0.000805,0.002217,0.000044,0.000021,0.000040,0.002451,0.000051,0.000011,0.003905,0.000006,0.001377
2500.000000,0.012726,0.010661,0.000767,0.000910,0.013832,0.000970,0.000243,0.000244,0.000255,0.002375,0.009814,0.001038,0.003529,0.000047,0.000016,0.000058,0.003822,0.000061,0.000012,0.006049,0.000006,0.002033
3000.000000,0.017837,0.014806,0.000948,0.001126,0.021551,0.001148,0.000271,0.000264,0.000296,0.003114,0.016314,0.001260,0.004831,0.000057,0.000016,0.000057,0.005296,0.000075,0.000014,0.008499,0.000008,0.002968
3500.000000,0.025459,0.021522,0.001078,0.001328,0.031587,0.001368,0.000306,0.000301,0.000328,0.004152,0.024919,0.001507,0.006586,0.000064,0.000019,0.000064,0.007227,0.000079,0.000016,0.011386,0.000009,0.003926
4000.000000,0.031301,0.025929,0.001300,0.001458,0.042007,0.001633,0.000365,0.000356,0.000380,0.005163,0.034755,0.001786,0.008601,0.000074,0.000026,0.000073,0.009415,0.000093,0.000018,0.014806,0.000010,0.005181
4500.000000,0.041171,0.034397,0.001474,0.001690,0.055119,0.001897,0.000384,0.000376,0.000416,0.006446,0.045216,0.002080,0.010841,0.000083,0.000026,0.000086,0.011912,0.000113,0.000020,0.018731,0.000012,0.006564
5000.000000,0.049943,0.042606,0.001672,0.001914,0.070665,0.002142,0.000428,0.000420,0.000452,0.007735,0.058536,0.002327,0.013403,0.000108,0.000029,0.000098,0.014745,0.000126,0.000023,0.025064,0.000014,0.008486
5500.000000,0.060615,0.050865,0.001856,0.002140,0.074594,0.002407,0.000459,0.000447,0.000491,0.008927,0.057090,0.002619,0.016264,0.000122,0.000029,0.000108,0.017825,0.000139,0.000024,0.051400,0.000018,0.016565
6000.000000,0.072138,0.061096,0.002082,0.002414,0.082692,0.002615,0.000492,0.000496,0.000542,0.010513,0.065929,0.002896,0.019297,0.000114,0.000037,0.000114,0.021190,0.000154,0.000027,0.076413,0.000016,0.024324
14500.000000,0.412406,0.344679,0.005652,0.006578,0.544513,0.007690,0.001120,0.001122,0.001253,0.055332,0.460453,0.008029,0.112789,0.000271,0.000076,0.000268,0.123688,0.000334,0.000064,0.265021,0.000041,0.073254
6500.000000,0.083938,0.070825,0.002271,0.002578,0.096306,0.003045,0.000529,0.000534,0.000606,0.011869,0.078413,0.003231,0.022670,0.000132,0.000048,0.000112,0.024870,0.000171,0.000028,0.038947,0.000017,0.024256
7000.000000,0.099037,0.083663,0.002567,0.002994,0.112799,0.003207,0.000578,0.000572,0.000629,0.014440,0.098898,0.003465,0.026421,0.000137,0.000044,0.000131,0.028860,0.000177,0.000031,0.045544,0.000018,0.017109
7500.000000,0.112508,0.095271,0.002678,0.003009,0.129381,0.003486,0.000610,0.000597,0.000666,0.016295,0.104188,0.003689,0.030201,0.000136,0.000043,0.000135,0.033078,0.000169,0.000035,0.052961,0.000020,0.018660
8000.000000,0.126704,0.105902,0.002834,0.003277,0.147231,0.003760,0.000651,0.000674,0.000702,0.018140,0.118055,0.004044,0.034388,0.000147,0.000050,0.000189,0.037659,0.000183,0.000035,0.152207,0.000021,0.021382
15000.000000,0.426030,0.363236,0.005969,0.006648,0.586195,0.007629,0.001221,0.001203,0.001358,0.059958,0.518878,0.008507,0.120627,0.000315,0.000089,0.000273,0.132580,0.000365,0.000065,0.237960,0.000044,0.138994
8500.000000,0.144382,0.121636,0.003094,0.003518,0.166896,0.004023,0.000689,0.000683,0.000763,0.021003,0.136566,0.004436,0.038797,0.000167,0.000046,0.000190,0.042510,0.000199,0.000037,0.205615,0.000022,0.029332
9000.000000,0.159349,0.134740,0.003320,0.003695,0.193435,0.004257,0.000731,0.000708,0.000787,0.022049,0.159969,0.004714,0.043378,0.000172,0.000046,0.000163,0.047628,0.000203,0.000040,0.076276,0.000024,0.026587
9500.000000,0.177316,0.148450,0.003451,0.003961,0.218293,0.004601,0.000757,0.000755,0.000829,0.024853,0.178201,0.004964,0.048397,0.000182,0.000063,0.000173,0.053062,0.000224,0.000042,0.086092,0.000025,0.037892
15500.000000,0.464662,0.385005,0.006148,0.006905,0.647613,0.008074,0.001192,0.001200,0.001343,0.064624,0.544994,0.008828,0.128629,0.000361,0.000080,0.000286,0.141397,0.000419,0.000069,0.250545,0.000044,0.233314
10000.000000,0.197777,0.168488,0.003738,0.004178,0.246585,0.004824,0.000803,0.000791,0.000870,0.027302,0.203478,0.005180,0.053538,0.000190,0.000051,0.000183,0.058765,0.000236,0.000045,0.132287,0.000027,0.039855
10500.000000,0.214065,0.179388,0.003943,0.004459,0.271260,0.005278,0.000829,0.000834,0.000917,0.029956,0.228790,0.005603,0.059044,0.000195,0.000058,0.000221,0.064986,0.000243,0.000046,0.198984,0.000029,0.042125
16000.000000,0.485220,0.413711,0.006343,0.007151,0.685175,0.008477,0.001236,0.001231,0.001368,0.068715,0.584445,0.009225,0.137063,0.000309,0.000096,0.000302,0.150614,0.000378,0.000070,0.584481,0.000046,0.129974
11000.000000,0.234288,0.197759,0.004178,0.004741,0.302391,0.005372,0.000878,0.000867,0.000951,0.032237,0.258149,0.006636,0.067059,0.000237,0.000068,0.000201,0.071798,0.000256,0.000048,0.164565,0.000031,0.054499
11500.000000,0.255973,0.215862,0.004317,0.004930,0.337988,0.005630,0.000911,0.000898,0.001005,0.035874,0.278063,0.006264,0.071038,0.000218,0.000073,0.000213,0.077932,0.000262,0.000050,0.153559,0.000032,0.046115
12000.000000,0.279009,0.235763,0.004530,0.005178,0.368207,0.005878,0.000959,0.000952,0.001048,0.038628,0.306069,0.006404,0.077006,0.000248,0.000066,0.000223,0.084695,0.000307,0.000052,0.174680,0.000033,0.131950
16500.000000,0.512211,0.440439,0.006675,0.007407,0.727882,0.008558,0.001277,0.001259,0.001411,0.070661,0.615705,0.009351,0.146110,0.000310,0.000090,0.000379,0.160415,0.000381,0.000073,0.812078,0.000048,0.098702
12500.000000,0.297675,0.249972,0.004772,0.005412,0.400482,0.006179,0.000974,0.000968,0.001063,0.041365,0.337069,0.006725,0.083733,0.000268,0.000072,0.000248,0.091927,0.000336,0.000055,0.463748,0.000035,0.144689
17000.000000,0.539019,0.456789,0.006842,0.007683,0.778009,0.009556,0.001305,0.001305,0.001475,0.075194,0.663048,0.009841,0.155125,0.000318,0.000098,0.000310,0.170643,0.000391,0.000074,0.404614,0.000053,0.106993
13000.000000,0.325330,0.276016,0.005033,0.005656,0.431647,0.006508,0.001021,0.001014,0.001117,0.044863,0.369450,0.007097,0.091025,0.000284,0.000073,0.000258,0.100910,0.000335,0.000057,0.502467,0.000036,0.136445
